,Parameter,General source,Source,Commodity,Value,"Commodity, source"
1045,"Intensity elasticity to
GDP (***)",Literature,"Fisher (1972), b - from demand",Cu,0.25824800910125,"Cu, literature"
1046,"Intensity elasticity to
GDP (***)",Literature,"Fisher (1972), c - from demand",Cu,-0.8471,"Cu, literature"
1047,"Intensity elasticity to
GDP (***)",Literature,"McNicol (1975), in McNicol (1975) and Bozdogan (1979), a - from demand",Cu,-0.56,"Cu, literature"
1048,"Intensity elasticity to
GDP (***)",Literature,"McNicol (1975), in McNicol (1975) and Bozdogan (1979), b - from demand",Cu,0.06000000000000005,"Cu, literature"
1049,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,-0.6799999999999999,"Cu, literature"
1050,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,0.20799999999999996,"Cu, literature"
1051,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,-0.597,"Cu, literature"
1052,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,-0.42400000000000004,"Cu, literature"
1053,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,0.4119999999999999,"Cu, literature"
1054,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,0.1339999999999999,"Cu, literature"
1055,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,1.0070000000000001,"Cu, literature"
1056,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,-0.5780000000000001,"Cu, literature"
1057,"Intensity elasticity to
GDP (***)",Literature,Pei (1999) - from demand,Cu,0.41900000000000004,"Cu, literature"
1058,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,-0.507,"Cu, literature"
1059,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,0.20599999999999996,"Cu, literature"
1060,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,-0.243,"Cu, literature"
1061,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,-0.41200000000000003,"Cu, literature"
1062,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,-0.344,"Cu, literature"
1063,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,-0.33299999999999996,"Cu, literature"
1064,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,0.07000000000000006,"Cu, literature"
1065,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,0.15599999999999992,"Cu, literature"
1066,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), a - from demand",Cu,-0.722,"Cu, literature"
1067,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,0.637,"Cu, literature"
1068,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,0.22999999999999998,"Cu, literature"
1069,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,1.08,"Cu, literature"
1070,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,0.946,"Cu, literature"
1071,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,-0.32899999999999996,"Cu, literature"
1072,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,0.966,"Cu, literature"
1073,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,1.698,"Cu, literature"
1074,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,-0.015000000000000013,"Cu, literature"
1075,"Intensity elasticity to
GDP (***)",Literature,"Pei (1999), b - from demand",Cu,1.616,"Cu, literature"
1076,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.876,"Cu, literature"
1077,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.31499999999999995,"Cu, literature"
1078,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.41300000000000003,"Cu, literature"
1079,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.42400000000000004,"Cu, literature"
1080,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.09699999999999998,"Cu, literature"
1081,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.8109999999999999,"Cu, literature"
1082,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.367,"Cu, literature"
1083,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.15400000000000003,"Cu, literature"
1084,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.875,"Cu, literature"
1085,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.23399999999999999,"Cu, literature"
1086,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.46099999999999997,"Cu, literature"
1087,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.44499999999999995,"Cu, literature"
1088,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.10999999999999999,"Cu, literature"
1089,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.8200000000000001,"Cu, literature"
1090,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.30500000000000005,"Cu, literature"
1091,"Intensity elasticity to
GDP (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.133,"Cu, literature"
1092,"Intensity elasticity to
GDP (***)",Literature,"Tims (1977), a - from demand",Cu,-0.28,"Cu, literature"
1093,"Intensity elasticity to
GDP (***)",Literature,"Tims (1977), b - from demand",Cu,-0.14081145584725596,"Cu, literature"
1094,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.33899999999999997,"Cu, literature"
1095,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.17400000000000004,"Cu, literature"
1096,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.43500000000000005,"Cu, literature"
1097,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.19199999999999995,"Cu, literature"
1098,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.17800000000000005,"Cu, literature"
1099,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.22099999999999997,"Cu, literature"
1100,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.22099999999999997,"Cu, literature"
1101,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.252,"Cu, literature"
1102,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.10799999999999998,"Cu, literature"
1103,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.17400000000000004,"Cu, literature"
1104,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.08799999999999997,"Cu, literature"
1105,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,0.3700000000000001,"Cu, literature"
1106,"Intensity elasticity to
GDP (***)",Literature,Wagenhals (1984) - from demand,Cu,-0.5389999999999999,"Cu, literature"
1107,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), a - from demand",Cu,-0.28,"Cu, literature"
1108,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), b - from demand",Cu,-0.202,"Cu, literature"
1109,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), c - from demand",Cu,0.088,"Cu, literature"
1110,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), d - from demand",Cu,-0.014,"Cu, literature"
1111,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), e - from demand",Cu,-0.065,"Cu, literature"
1112,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), f - from demand",Cu,-0.042,"Cu, literature"
1113,"Intensity elasticity to
price (***)",Literature,"Pei and Tilton (1999), a - from demand",Cu,0.02,"Cu, literature"
1114,"Intensity elasticity to
price (***)",Literature,"Pei and Tilton (1999), b - from demand",Cu,0.188,"Cu, literature"
1115,"Intensity elasticity to
price (***)",Literature,Tcha and Takashina (2002) - from demand,Cu,-0.025,"Cu, literature"
1116,"Intensity elasticity to
price (***)",Literature,Evans and Lewis (2005) - from demand,Cu,-0.1177,"Cu, literature"
1117,"Intensity elasticity to
price (***)",Literature,Stuermer (2017) - from demand,Cu,-0.44,"Cu, literature"
1118,"Intensity elasticity to
price (***)",Literature,"Banks (1974), a - from demand",Cu,-0.177,"Cu, literature"
1119,"Intensity elasticity to
price (***)",Literature,"Banks (1974), b - from demand",Cu,-0.127,"Cu, literature"
1120,"Intensity elasticity to
price (***)",Literature,"Banks (1974), c - from demand",Cu,-0.152,"Cu, literature"
1121,"Intensity elasticity to
price (***)",Literature,"Banks (1974), d - from demand",Cu,-0.294,"Cu, literature"
1122,"Intensity elasticity to
price (***)",Literature,"Banks (1974), e - from demand",Cu,-0.29,"Cu, literature"
1123,"Intensity elasticity to
price (***)",Literature,"Banks (1974), f - from demand",Cu,-0.228,"Cu, literature"
1124,"Intensity elasticity to
price (***)",Literature,"Banks (1974), g - from demand",Cu,-0.21,"Cu, literature"
1125,"Intensity elasticity to
price (***)",Literature,Charles River Associates (1970) - from demand,Cu,-0.21,"Cu, literature"
1126,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.1,"Cu, literature"
1127,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.05,"Cu, literature"
1128,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.08,"Cu, literature"
1129,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,0.0,"Cu, literature"
1130,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.12,"Cu, literature"
1131,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.17,"Cu, literature"
1132,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.02,"Cu, literature"
1133,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,0.02,"Cu, literature"
1134,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.16,"Cu, literature"
1135,"Intensity elasticity to
price (***)",Literature,Fu (2019),Cu,-0.07,"Cu, literature"
1136,"Intensity elasticity to
price (***)",Literature,"Banks (1974), a - from demand",Cu,-0.252,"Cu, literature"
1137,"Intensity elasticity to
price (***)",Literature,"Banks (1974), a - from demand",Cu,-0.253,"Cu, literature"
1138,"Intensity elasticity to
price (***)",Literature,"Banks (1974), b - from demand",Cu,-0.221,"Cu, literature"
1139,"Intensity elasticity to
price (***)",Literature,"Banks (1974), c - from demand",Cu,-0.368,"Cu, literature"
1140,"Intensity elasticity to
price (***)",Literature,"Banks (1974), d - from demand",Cu,-0.421,"Cu, literature"
1141,"Intensity elasticity to
price (***)",Literature,"Banks (1974), e - from demand",Cu,-0.328,"Cu, literature"
1142,"Intensity elasticity to
price (***)",Literature,"Banks (1974), f - from demand",Cu,-0.294,"Cu, literature"
1143,"Intensity elasticity to
price (***)",Literature,"Banks (1974), g - from demand",Cu,-0.39,"Cu, literature"
1144,"Intensity elasticity to
price (***)",Literature,Bozdogan (1979) - from demand,Cu,-0.64,"Cu, literature"
1145,"Intensity elasticity to
price (***)",Literature,Bozdogan (1979) - from demand,Cu,-0.47,"Cu, literature"
1146,"Intensity elasticity to
price (***)",Literature,Fernandez (2018) - from demand,Cu,0.678,"Cu, literature"
1147,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), a - from demand",Cu,-0.014,"Cu, literature"
1148,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), a - from demand",Cu,-0.28,"Cu, literature"
1149,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), b - from demand",Cu,0.088,"Cu, literature"
1150,"Intensity elasticity to
price (***)",Literature,"Fernandez (2018), b - from demand",Cu,-0.202,"Cu, literature"
1151,"Intensity elasticity to
price (***)",Literature,Fisher (1972) - from demand,Cu,-0.924808836023789,"Cu, literature"
1152,"Intensity elasticity to
price (***)",Literature,Fisher (1972) - from demand,Cu,-0.2177,"Cu, literature"
1153,"Intensity elasticity to
price (***)",Literature,"Fisher (1972), a - from demand",Cu,-0.808115282518012,"Cu, literature"
1154,"Intensity elasticity to
price (***)",Literature,"Fisher (1972), a - from demand",Cu,-0.2131,"Cu, literature"
1155,"Intensity elasticity to
price (***)",Literature,"Fisher (1972), b - from demand",Cu,-0.826315789473684,"Cu, literature"
1156,"Intensity elasticity to
price (***)",Literature,"Fisher (1972), b - from demand",Cu,-0.1727,"Cu, literature"
1157,"Intensity elasticity to
price (***)",Literature,MacKinnon (19980) - from demand,Cu,-0.21,"Cu, literature"
1158,"Intensity elasticity to
price (***)",Literature,"MacKinnon (19980), a - from demand",Cu,-0.360112570356472,"Cu, literature"
1159,"Intensity elasticity to
price (***)",Literature,"MacKinnon (19980), b - from demand",Cu,-0.305189493433395,"Cu, literature"
1160,"Intensity elasticity to
price (***)",Literature,"MacKinnon (19980), c - from demand",Cu,-0.42,"Cu, literature"
1161,"Intensity elasticity to
price (***)",Literature,"McNicol (1975), in McNicol (1975) and Bozdogan (1979) - from demand",Cu,-0.77,"Cu, literature"
1162,"Intensity elasticity to
price (***)",Literature,"McNicol (1975), in McNicol (1975) and Bozdogan (1979) - from demand",Cu,-0.326,"Cu, literature"
1163,"Intensity elasticity to
price (***)",Literature,Pei (1999) - from demand,Cu,0.117,"Cu, literature"
1164,"Intensity elasticity to
price (***)",Literature,Pei (1999) - from demand,Cu,0.089,"Cu, literature"
1165,"Intensity elasticity to
price (***)",Literature,Pei (1999) - from demand,Cu,-0.205,"Cu, literature"
1166,"Intensity elasticity to
price (***)",Literature,Pei (1999) - from demand,Cu,0.148,"Cu, literature"
1167,"Intensity elasticity to
price (***)",Literature,Pei (1999) - from demand,Cu,1.257,"Cu, literature"
1168,"Intensity elasticity to
price (***)",Literature,"Pei (1999), a - from demand",Cu,0.163,"Cu, literature"
1169,"Intensity elasticity to
price (***)",Literature,"Pei (1999), a - from demand",Cu,0.157,"Cu, literature"
1170,"Intensity elasticity to
price (***)",Literature,"Pei (1999), a - from demand",Cu,0.08,"Cu, literature"
1171,"Intensity elasticity to
price (***)",Literature,"Pei (1999), a - from demand",Cu,0.136,"Cu, literature"
1172,"Intensity elasticity to
price (***)",Literature,"Pei (1999), b - from demand",Cu,0.153,"Cu, literature"
1173,"Intensity elasticity to
price (***)",Literature,"Pei (1999), b - from demand",Cu,0.111,"Cu, literature"
1174,"Intensity elasticity to
price (***)",Literature,"Pei (1999), b - from demand",Cu,0.079,"Cu, literature"
1175,"Intensity elasticity to
price (***)",Literature,"Pei (1999), b - from demand",Cu,0.132,"Cu, literature"
1176,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.008,"Cu, literature"
1177,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,0.065,"Cu, literature"
1178,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,0.059,"Cu, literature"
1179,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,0.005,"Cu, literature"
1180,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,0.058,"Cu, literature"
1181,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,0.042,"Cu, literature"
1182,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,0.187,"Cu, literature"
1183,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.051,"Cu, literature"
1184,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), a - from demand",Cu,-0.025,"Cu, literature"
1185,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Cu,-0.007,"Cu, literature"
1186,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Cu,0.068,"Cu, literature"
1187,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Cu,0.045,"Cu, literature"
1188,"Intensity elasticity to
price (***)",Literature,"Tcha (2002), b - from demand",Cu,0.01,"Cu, literature"
